employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,salary_hike_pct,years_at_company,total_working_years,work_mode,overtime_hours_per_week,burnout_score,engagement_score,work_life_balance_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition,age_group
1017,33,Male,Single,Bachelors,Marketing,Content Strategist,Mid Level,7168,5.2,9.0,13.0,Hybrid,6.9,3.3,6.9,6.2,False,4.0,0,Mid Career (30-39)
1018,37,Male,Married,Masters,Sales,Sales Development Rep,Mid Level,7579,13.1,4.3,6.8,Hybrid,6.9,4.2,7.6,5.9,True,6.1,0,Mid Career (30-39)
1019,42,Male,Single,Bachelors,Engineering,Engineering Manager,Senior Level,9198,14.9,10.8,15.9,Hybrid,10.1,4.8,6.9,4.9,False,1.0,1,Senior Career (40-49)
1020,51,Female,Single,High School,Engineering,Software Engineer,Management,11277,14.8,10.0,20.9,Remote,7.3,1.9,9.3,7.5,False,2.1,0,Pre-Retirement (50-64)
1021,29,Male,Single,Bachelors,Marketing,Marketing Specialist,Entry Level,2897,14.2,6.6,9.0,Remote,8.1,4.1,7.6,6.4,True,3.6,0,Early Career (21-29)
1022,38,Male,Married,Masters,Sales,Sales Manager,Senior Level,9683,11.3,13.3,18.0,Onsite,3.1,2.7,6.9,7.1,False,6.5,0,Mid Career (30-39)
1023,36,Male,Single,PhD,Operations,Program Manager,Mid Level,8419,10.7,11.6,16.0,Remote,4.9,3.6,6.5,5.6,False,6.0,0,Mid Career (30-39)
1024,26,Male,Married,PhD,Engineering,Data Engineer,Entry Level,4368,12.6,3.9,6.0,Remote,6.3,2.8,9.2,7.6,False,3.9,0,Early Career (21-29)
1025,28,Male,Single,Masters,Marketing,Marketing Specialist,Associate,6096,11.8,5.5,8.0,Remote,5.0,2.8,6.6,8.9,True,6.3,0,Early Career (21-29)
1026,40,Female,Married,Bachelors,Sales,Sales Manager,Senior Level,10168,17.4,8.8,12.7,Onsite,7.5,1.7,7.3,7.4,False,4.8,0,Senior Career (40-49)
1027,31,Female,Married,Bachelors,Engineering,Engineering Manager,Mid Level,7961,15.7,3.1,7.7,Remote,2.4,1.6,7.1,7.6,True,3.5,0,Mid Career (30-39)
1028,31,Male,Divorced,Bachelors,Finance,Financial Analyst,Entry Level,3575,12.3,5.7,11.0,Onsite,4.4,6.7,5.2,2.9,True,7.4,1,Mid Career (30-39)
1029,33,Male,Married,Bachelors,Sales,Account Executive,Mid Level,6436,17.6,1.9,9.4,Hybrid,4.8,3.9,8.5,5.7,True,5.3,1,Mid Career (30-39)
1030,21,Female,Divorced,Bachelors,Sales,Sales Development Rep,Entry Level,2527,15.7,0.0,1.0,Hybrid,5.4,4.3,5.1,6.5,False,4.8,0,Early Career (21-29)
1031,39,Female,Married,High School,Engineering,QA Engineer,Mid Level,7757,10.7,5.9,11.0,Onsite,12.5,4.6,3.8,4.1,True,5.2,0,Mid Career (30-39)
1032,36,Female,Divorced,Bachelors,Customer Support,Support Specialist,Mid Level,5823,9.3,5.1,16.0,Hybrid,4.0,4.9,7.6,4.8,False,5.1,1,Mid Career (30-39)
1033,31,Male,Single,PhD,Customer Support,Support Team Lead,Mid Level,5579,8.0,10.0,11.0,Onsite,8.5,4.4,7.5,3.9,False,6.9,0,Mid Career (30-39)
1034,44,Male,Married,Bachelors,Finance,Financial Analyst,Mid Level,6331,9.6,5.0,12.3,Onsite,3.8,3.3,6.5,6.6,True,6.6,0,Senior Career (40-49)
1035,27,Female,Single,High School,Sales,Account Executive,Associate,3956,8.3,6.0,7.0,Hybrid,8.6,4.5,7.3,7.8,True,7.0,0,Early Career (21-29)
1036,37,Female,Single,High School,Research & Development,Research Scientist,Mid Level,5225,13.4,6.0,12.8,Onsite,11.0,5.9,4.9,4.9,False,3.9,1,Mid Career (30-39)
1037,32,Female,Married,Masters,Human Resources,HR Business Partner,Associate,5769,12.8,7.8,12.0,Hybrid,5.3,3.8,5.1,6.1,True,7.8,0,Mid Career (30-39)
1038,39,Female,Divorced,Bachelors,Sales,Account Executive,Associate,6589,7.9,3.5,18.0,Onsite,24.8,8.0,4.7,2.7,True,3.3,1,Mid Career (30-39)
1039,25,Female,Married,Bachelors,Customer Support,Support Specialist,Associate,4496,14.4,4.0,5.0,Remote,2.7,1.0,7.5,7.0,False,3.8,0,Early Career (21-29)
1040,37,Female,Single,PhD,Sales,Account Executive,Mid Level,8641,11.8,5.3,15.3,Hybrid,8.2,4.3,5.1,5.4,True,7.4,0,Mid Career (30-39)
1041,35,Male,Married,Masters,Operations,Program Manager,Associate,4762,8.1,2.9,12.9,Hybrid,1.7,1.1,8.3,6.4,False,1.5,0,Mid Career (30-39)
1042,36,Female,Single,Masters,Sales,Sales Development Rep,Associate,6301,10.1,4.3,12.2,Onsite,8.5,4.5,6.3,4.7,False,6.4,0,Mid Career (30-39)
1043,33,Female,Divorced,PhD,Engineering,Engineering Manager,Management,10248,5.5,12.0,13.0,Hybrid,11.3,5.7,3.7,4.3,False,3.1,1,Mid Career (30-39)
1044,30,Male,Married,Bachelors,Operations,Program Manager,Associate,3807,10.4,2.0,6.8,Hybrid,7.9,4.5,7.3,6.8,False,3.9,0,Mid Career (30-39)
1045,35,Male,Married,Bachelors,Engineering,Engineering Manager,Associate,5780,5.5,11.0,15.0,Remote,5.3,4.4,6.7,5.0,False,4.9,0,Mid Career (30-39)
1046,25,Female,Single,Masters,Marketing,Marketing Specialist,Senior Level,10199,9.2,4.0,5.0,Remote,3.1,5.6,5.1,6.8,False,6.2,0,Early Career (21-29)
1047,46,Male,Married,Masters,Finance,Financial Analyst,Senior Level,8535,12.6,5.0,17.3,Onsite,7.2,3.5,7.2,5.4,True,4.0,0,Senior Career (40-49)
1048,29,Non-binary,Married,Bachelors,Engineering,Software Engineer,Associate,5101,6.3,5.8,8.6,Hybrid,2.4,2.7,6.1,6.3,True,4.0,0,Early Career (21-29)
1049,29,Female,Divorced,Bachelors,Operations,Operations Manager,Mid Level,6541,8.7,7.3,9.0,Remote,4.0,2.6,7.8,7.8,True,7.1,0,Early Career (21-29)
1050,64,Male,Single,Bachelors,Human Resources,HR Business Partner,Management,9537,11.7,12.4,15.9,Onsite,9.8,5.2,8.1,3.4,False,4.0,0,Pre-Retirement (50-64)
1051,43,Male,Single,Masters,Finance,Accountant,Mid Level,9970,14.2,9.2,12.5,Remote,6.1,3.6,5.8,7.6,True,5.3,0,Senior Career (40-49)
1052,41,Female,Single,PhD,Sales,Sales Manager,Associate,5598,11.7,5.1,14.1,Onsite,13.5,6.3,6.1,5.1,False,6.0,1,Senior Career (40-49)
1053,52,Female,Married,High School,Sales,Account Executive,Management,9619,11.6,15.5,23.9,Onsite,9.4,6.1,4.7,5.7,True,5.3,0,Pre-Retirement (50-64)
1054,40,Male,Married,PhD,Marketing,Marketing Specialist,Entry Level,3818,14.7,7.6,11.2,Hybrid,1.8,4.8,6.1,7.1,True,9.0,0,Senior Career (40-49)
1055,31,Female,Single,Bachelors,Marketing,Content Strategist,Entry Level,3352,8.9,3.3,11.0,Onsite,5.6,3.9,7.2,5.6,False,6.1,0,Mid Career (30-39)
1056,29,Male,Single,Bachelors,Operations,Operations Manager,Mid Level,5951,8.2,4.0,8.5,Onsite,2.0,2.4,6.0,7.9,True,6.0,0,Early Career (21-29)
1057,52,Male,Married,Bachelors,Human Resources,HR Business Partner,Management,11329,8.1,11.6,22.1,Remote,3.0,2.6,6.1,8.3,False,5.7,1,Pre-Retirement (50-64)
1058,30,Male,Married,Bachelors,Sales,Sales Development Rep,Entry Level,5383,11.7,5.5,7.4,Hybrid,5.6,5.2,6.9,5.7,True,4.8,0,Mid Career (30-39)
1059,30,Male,Single,Bachelors,Engineering,Engineering Manager,Mid Level,9308,10.1,9.0,10.0,Onsite,6.9,5.1,5.2,6.0,True,1.0,0,Mid Career (30-39)
1060,29,Female,Married,Bachelors,Customer Support,Customer Success Manager,Mid Level,6196,15.6,6.1,9.0,Onsite,2.5,4.0,4.4,6.1,True,4.4,1,Early Career (21-29)
1061,35,Male,Married,Bachelors,Marketing,Content Strategist,Management,8120,15.4,12.4,15.0,Hybrid,7.4,2.1,8.7,5.5,False,5.8,0,Mid Career (30-39)
1062,45,Female,Single,Masters,Sales,Sales Manager,Mid Level,6498,5.2,3.5,6.9,Onsite,7.4,7.7,4.2,4.4,True,6.5,1,Senior Career (40-49)
1063,48,Male,Single,Bachelors,Marketing,Content Strategist,Management,9579,10.3,12.6,21.0,Onsite,5.5,6.3,7.0,7.0,True,2.3,0,Senior Career (40-49)
1064,38,Female,Married,Masters,Engineering,Engineering Manager,Mid Level,8541,11.6,8.1,15.6,Onsite,0.5,2.5,8.4,7.1,True,4.8,0,Mid Career (30-39)
1065,50,Male,Single,Bachelors,Customer Support,Support Specialist,Management,12697,11.5,10.1,21.3,Hybrid,5.1,4.8,6.6,6.5,False,5.1,0,Pre-Retirement (50-64)
1066,34,Female,Married,Masters,Research & Development,Product Researcher,Entry Level,5289,18.1,2.0,14.0,Onsite,4.8,5.0,4.9,7.2,True,2.9,0,Mid Career (30-39)
1067,26,Female,Married,High School,Engineering,QA Engineer,Entry Level,3363,12.3,5.0,6.0,Hybrid,10.3,4.2,5.0,5.8,True,6.3,1,Early Career (21-29)
1068,29,Male,Single,Masters,Sales,Sales Development Rep,Associate,5712,11.0,4.6,8.3,Hybrid,4.5,4.3,6.0,5.9,False,3.8,0,Early Career (21-29)
1070,43,Male,Single,Bachelors,Sales,Account Executive,Management,9332,13.9,12.5,20.2,Remote,9.6,2.4,7.9,5.9,False,5.8,0,Senior Career (40-49)
1071,40,Female,Single,Masters,Human Resources,HR Business Partner,Entry Level,3325,13.3,1.7,8.4,Hybrid,4.2,5.2,6.6,5.4,True,5.6,0,Senior Career (40-49)
1072,35,Female,Married,Masters,Sales,Account Executive,Associate,4756,9.5,3.7,12.4,Remote,3.9,5.0,6.1,6.1,False,7.5,0,Mid Career (30-39)
1073,37,Female,Single,Bachelors,Operations,Operations Manager,Senior Level,8897,13.2,6.8,17.0,Onsite,6.2,6.0,6.1,6.1,False,4.2,1,Mid Career (30-39)
1074,43,Male,Married,Masters,Research & Development,Product Researcher,Mid Level,9069,5.7,8.5,12.5,Hybrid,5.6,2.5,5.6,5.4,True,2.7,0,Senior Career (40-49)
1075,46,Male,Divorced,Bachelors,Customer Support,Support Specialist,Senior Level,7096,3.9,9.8,14.9,Hybrid,9.1,4.7,7.7,4.7,False,5.8,0,Senior Career (40-49)
1076,35,Male,Single,Bachelors,Finance,Finance Manager,Associate,5215,16.9,2.8,5.9,Remote,8.6,2.4,7.8,7.3,True,4.3,0,Mid Career (30-39)
1077,27,Female,Married,Bachelors,Engineering,Data Engineer,Associate,6495,14.4,6.0,7.0,Hybrid,6.2,2.3,5.9,6.4,False,3.8,0,Early Career (21-29)
1078,21,Male,Single,Masters,Research & Development,Research Scientist,Entry Level,3873,16.4,0.0,1.0,Onsite,12.2,6.2,7.6,4.8,False,3.8,0,Early Career (21-29)
1079,42,Female,Single,Masters,Engineering,Engineering Manager,Management,11165,9.8,8.4,13.5,Hybrid,22.7,6.7,5.6,3.1,True,4.3,1,Senior Career (40-49)
1080,35,Female,Married,Bachelors,Sales,Sales Manager,Mid Level,6347,14.8,8.2,11.4,Onsite,6.7,4.5,6.6,5.6,True,1.3,0,Mid Career (30-39)
1081,33,Male,Married,PhD,Sales,Sales Manager,Management,11339,12.5,11.1,13.0,Hybrid,10.8,5.2,5.8,4.8,True,4.4,1,Mid Career (30-39)
1082,44,Male,Married,Masters,Operations,Program Manager,Senior Level,8893,3.1,7.4,13.9,Onsite,5.4,5.0,5.8,5.4,True,4.7,0,Senior Career (40-49)
1083,35,Male,Divorced,Bachelors,Marketing,Growth Manager,Mid Level,6614,9.2,10.8,15.0,Hybrid,8.6,2.6,8.4,5.8,False,4.9,0,Mid Career (30-39)
1084,57,Female,Single,Masters,Engineering,Engineering Manager,Senior Level,12361,16.5,5.2,11.0,Hybrid,6.0,5.0,6.0,4.3,False,5.3,1,Pre-Retirement (50-64)
1085,48,Female,Single,Masters,Engineering,QA Engineer,Senior Level,12428,14.8,11.3,13.6,Hybrid,2.9,2.9,6.6,6.2,False,1.0,0,Senior Career (40-49)
1086,40,Male,Married,Masters,Finance,Finance Manager,Management,8059,10.2,7.8,18.3,Onsite,1.0,1.0,7.9,8.3,False,6.1,0,Senior Career (40-49)
1087,27,Male,Married,Masters,Marketing,Growth Manager,Associate,3701,10.8,3.1,7.0,Hybrid,3.2,3.4,8.2,7.1,True,4.9,0,Early Career (21-29)
1088,49,Male,Single,Masters,Finance,Financial Analyst,Senior Level,9639,14.7,8.7,15.2,Remote,2.3,3.8,4.1,6.9,False,7.3,0,Senior Career (40-49)
1089,41,Female,Married,PhD,Human Resources,HR Manager,Senior Level,7759,10.4,11.5,18.2,Hybrid,3.4,3.4,9.5,6.2,False,3.1,0,Senior Career (40-49)
1090,43,Female,Married,PhD,Customer Support,Support Team Lead,Senior Level,7316,10.6,8.0,12.9,Hybrid,25.1,8.1,5.4,1.7,True,7.8,1,Senior Career (40-49)
1091,35,Female,Married,Masters,Customer Support,Support Team Lead,Mid Level,4834,13.4,11.4,14.0,Hybrid,6.3,3.4,8.1,7.0,True,5.6,0,Mid Career (30-39)
1092,42,Female,Divorced,Masters,Engineering,Engineering Manager,Mid Level,12827,12.8,6.1,16.1,Hybrid,6.8,4.8,6.1,5.8,True,6.6,0,Senior Career (40-49)
1093,39,Female,Single,Bachelors,Research & Development,R&D Manager,Management,11271,13.6,9.5,16.2,Hybrid,2.4,2.5,8.3,7.6,False,2.2,0,Mid Career (30-39)
1094,37,Male,Single,Masters,Operations,Operations Analyst,Associate,5487,12.2,4.6,11.1,Remote,9.2,5.2,6.0,5.5,True,5.4,0,Mid Career (30-39)
1095,44,Male,Married,PhD,Finance,Accountant,Mid Level,7478,4.0,9.6,14.6,Onsite,2.8,3.6,7.1,6.4,True,4.4,0,Senior Career (40-49)
1096,45,Female,Divorced,Bachelors,Finance,Accountant,Senior Level,10479,14.1,7.4,20.8,Hybrid,1.0,2.6,7.2,7.0,True,6.9,0,Senior Career (40-49)
1097,42,Male,Married,Bachelors,Human Resources,HR Business Partner,Mid Level,9517,12.1,9.0,17.7,Remote,12.9,5.8,5.2,5.1,False,5.4,0,Senior Career (40-49)
1098,39,Male,Single,Bachelors,Customer Support,Customer Success Manager,Associate,3845,11.5,0.0,5.0,Onsite,8.4,5.2,6.2,5.5,False,7.3,0,Mid Career (30-39)
1099,43,Male,Single,Bachelors,Engineering,Software Engineer,Mid Level,8786,7.6,9.1,13.6,Onsite,10.6,3.4,7.0,5.9,True,4.2,0,Senior Career (40-49)
1100,40,Female,Single,Bachelors,Finance,Accountant,Mid Level,6843,8.3,7.2,16.0,Onsite,3.8,4.2,6.1,5.6,False,6.5,0,Senior Career (40-49)
1101,39,Female,Single,Masters,Customer Support,Customer Success Manager,Senior Level,6896,11.3,7.1,11.1,Onsite,8.8,4.2,5.2,6.1,False,6.3,0,Mid Career (30-39)
1102,34,Female,Married,Bachelors,Engineering,Engineering Manager,Mid Level,8610,5.9,5.5,11.9,Onsite,12.3,5.7,5.3,2.8,False,3.4,1,Mid Career (30-39)
1103,46,Male,Single,High School,Finance,Accountant,Mid Level,5311,11.5,7.9,12.0,Onsite,7.2,5.1,5.7,4.5,True,4.6,0,Senior Career (40-49)
1104,29,Female,Married,Bachelors,Sales,Account Executive,Associate,3939,5.5,6.1,9.0,Remote,12.0,4.7,6.2,2.6,False,5.8,1,Early Career (21-29)
1105,33,Female,Married,Bachelors,Operations,Operations Analyst,Associate,3870,12.0,2.1,6.1,Onsite,2.5,5.1,5.1,5.2,False,4.3,1,Mid Career (30-39)
1106,38,Female,Married,High School,Engineering,Engineering Manager,Mid Level,7278,5.0,10.2,18.0,Hybrid,11.4,3.1,6.4,5.4,True,3.2,0,Mid Career (30-39)
1107,21,Male,Married,Bachelors,Finance,Financial Analyst,Entry Level,3319,16.0,0.0,1.0,Onsite,3.0,2.4,9.1,6.3,False,1.5,0,Early Career (21-29)
1108,42,Male,Married,Bachelors,Customer Support,Support Specialist,Management,7559,13.6,5.7,13.9,Hybrid,4.9,4.4,5.9,5.8,True,6.5,1,Senior Career (40-49)
1109,25,Male,Single,Bachelors,Finance,Accountant,Associate,6063,14.0,4.0,5.0,Hybrid,6.9,3.0,8.8,6.5,True,5.5,0,Early Career (21-29)
1110,45,Male,Married,High School,Sales,Account Executive,Management,8192,1.1,8.5,10.2,Hybrid,7.9,4.7,4.7,3.7,False,5.2,0,Senior Career (40-49)
1111,21,Male,Single,Masters,Finance,Financial Analyst,Associate,5479,13.2,0.0,1.0,Hybrid,1.6,2.5,8.7,7.1,False,9.3,0,Early Career (21-29)
1112,43,Male,Married,Masters,Sales,Sales Manager,Management,15173,12.2,12.3,17.4,Onsite,6.7,5.3,6.8,7.1,False,3.3,0,Senior Career (40-49)
1113,35,Male,Single,Bachelors,Operations,Program Manager,Mid Level,6494,4.7,3.2,7.7,Hybrid,10.3,5.9,4.4,3.7,True,6.0,1,Mid Career (30-39)
1114,31,Female,Married,Masters,Engineering,Data Engineer,Mid Level,9305,10.2,3.9,3.9,Hybrid,7.5,3.7,6.0,6.7,True,1.0,0,Mid Career (30-39)
1115,39,Female,Single,Masters,Engineering,QA Engineer,Associate,8979,9.6,9.7,14.4,Onsite,3.5,3.2,6.1,6.5,True,2.6,0,Mid Career (30-39)
1116,40,Female,Single,Bachelors,Engineering,Engineering Manager,Management,11176,19.1,14.7,19.4,Onsite,4.8,4.3,8.9,6.4,False,1.0,0,Senior Career (40-49)
1117,43,Female,Married,Bachelors,Engineering,Data Engineer,Mid Level,7478,10.8,8.2,13.7,Hybrid,7.0,4.4,6.0,5.5,True,4.7,1,Senior Career (40-49)
1118,30,Female,Single,Masters,Human Resources,HR Business Partner,Entry Level,3953,6.6,5.8,10.0,Remote,4.6,2.4,6.1,8.2,False,6.0,0,Mid Career (30-39)
1119,43,Male,Single,Bachelors,Engineering,Engineering Manager,Senior Level,10662,12.4,7.1,8.4,Onsite,2.8,3.3,4.8,6.9,True,2.1,1,Senior Career (40-49)
1120,30,Female,Married,Bachelors,Marketing,Marketing Specialist,Associate,4192,10.1,0.5,7.1,Onsite,6.6,3.9,6.2,5.7,False,7.8,0,Mid Career (30-39)
1121,42,Male,Married,Bachelors,Finance,Accountant,Senior Level,9607,5.6,9.8,17.1,Hybrid,2.1,3.2,8.1,6.7,False,4.0,0,Senior Career (40-49)
1122,39,Female,Married,Masters,Customer Support,Customer Success Manager,Management,10670,12.1,9.5,15.8,Hybrid,4.7,4.3,4.7,6.5,False,5.7,0,Mid Career (30-39)
1123,38,Female,Married,Bachelors,Sales,Sales Development Rep,Senior Level,8566,14.8,11.2,18.0,Onsite,3.3,5.7,6.2,6.3,False,4.6,1,Mid Career (30-39)
1124,34,Female,Married,Bachelors,Sales,Sales Manager,Associate,5469,11.3,6.3,12.4,Hybrid,9.3,4.2,4.8,5.0,False,4.4,0,Mid Career (30-39)
1125,43,Male,Single,Bachelors,Sales,Sales Manager,Senior Level,8986,12.1,7.2,14.3,Remote,8.2,3.9,7.4,6.7,False,5.2,0,Senior Career (40-49)
1126,24,Male,Divorced,Bachelors,Engineering,Data Engineer,Entry Level,4196,12.4,1.1,4.0,Onsite,1.9,4.7,8.7,4.5,False,4.9,0,Early Career (21-29)
1127,41,Male,Married,PhD,Operations,Operations Analyst,Senior Level,9124,14.1,11.5,12.9,Hybrid,6.9,4.9,4.4,4.9,True,3.5,0,Senior Career (40-49)
1128,44,Female,Married,Bachelors,Customer Support,Support Specialist,Management,8141,11.4,13.3,22.7,Onsite,8.1,5.4,5.1,5.2,False,6.1,0,Senior Career (40-49)
1129,41,Female,Single,Masters,Marketing,Marketing Specialist,Senior Level,6582,8.4,7.1,11.9,Remote,6.6,2.8,4.1,6.4,True,5.3,0,Senior Career (40-49)
1130,36,Female,Divorced,High School,Human Resources,Recruiter,Mid Level,6671,14.8,8.4,11.7,Onsite,5.5,5.9,6.4,8.0,True,3.8,0,Mid Career (30-39)
1131,24,Male,Married,Bachelors,Research & Development,Research Scientist,Associate,4909,8.9,3.0,4.0,Hybrid,2.2,3.1,9.3,5.9,True,4.7,0,Early Career (21-29)
1132,50,Male,Married,PhD,Operations,Program Manager,Management,11279,15.6,7.8,15.7,Onsite,3.5,2.9,7.5,7.2,False,4.0,0,Pre-Retirement (50-64)
1133,42,Male,Married,Masters,Operations,Operations Manager,Management,10354,11.7,3.1,4.4,Onsite,9.4,4.5,8.0,4.8,True,3.4,0,Senior Career (40-49)
1134,41,Male,Married,Masters,Customer Support,Customer Success Manager,Mid Level,6242,9.3,3.5,11.3,Hybrid,17.7,7.4,7.0,3.1,True,6.9,0,Senior Career (40-49)
1135,25,Male,Divorced,Bachelors,Engineering,QA Engineer,Associate,6165,7.9,4.0,5.0,Onsite,5.2,5.7,5.3,6.4,False,3.9,0,Early Career (21-29)
1136,50,Female,Single,Masters,Finance,Finance Manager,Senior Level,7185,15.3,6.4,10.7,Hybrid,6.5,4.0,5.8,5.0,True,4.7,1,Pre-Retirement (50-64)
1137,27,Female,Divorced,Bachelors,Operations,Operations Analyst,Associate,3892,13.1,1.7,6.5,Onsite,3.3,3.6,6.4,7.3,True,5.1,0,Early Career (21-29)
1138,36,Male,Divorced,High School,Customer Support,Support Team Lead,Mid Level,4670,11.2,8.1,14.2,Remote,8.2,3.0,7.9,6.3,True,8.1,0,Mid Career (30-39)
1139,31,Male,Married,Bachelors,Sales,Sales Manager,Associate,6297,8.1,6.5,11.0,Remote,9.8,4.7,8.1,6.6,False,5.8,0,Mid Career (30-39)
1140,35,Female,Married,Masters,Operations,Operations Manager,Management,9549,14.8,10.9,15.0,Onsite,7.2,4.3,8.3,6.3,True,5.9,0,Mid Career (30-39)
1141,53,Female,Single,Bachelors,Finance,Accountant,Senior Level,10569,17.2,9.8,15.7,Onsite,12.2,6.5,6.2,4.6,False,1.0,0,Pre-Retirement (50-64)
1142,35,Male,Single,Bachelors,Sales,Account Executive,Mid Level,7016,9.5,6.8,8.4,Hybrid,15.3,6.0,4.2,5.2,True,5.9,1,Mid Career (30-39)
1143,52,Male,Single,PhD,Engineering,QA Engineer,Mid Level,12064,12.9,9.3,13.6,Hybrid,18.0,5.3,6.8,5.5,True,2.0,0,Pre-Retirement (50-64)
1144,39,Female,Married,High School,Sales,Sales Development Rep,Associate,4599,12.9,3.7,4.6,Onsite,11.9,4.9,6.8,3.7,True,4.2,0,Mid Career (30-39)
1145,39,Male,Married,Bachelors,Research & Development,Product Researcher,Associate,6466,17.7,1.8,7.6,Onsite,11.8,5.6,6.6,4.8,True,5.5,0,Mid Career (30-39)
1146,21,Male,Married,Bachelors,Engineering,Data Engineer,Entry Level,4231,12.1,0.0,1.0,Hybrid,10.2,3.7,7.0,5.5,True,4.0,0,Early Career (21-29)
1147,47,Male,Married,Masters,Engineering,Software Engineer,Senior Level,10244,8.4,4.7,11.1,Remote,2.0,2.5,7.2,6.8,True,2.2,0,Senior Career (40-49)
1148,26,Female,Married,Bachelors,Sales,Account Executive,Mid Level,7102,13.2,2.9,6.0,Onsite,12.5,2.1,8.7,6.1,True,2.7,0,Early Career (21-29)
1149,39,Female,Single,Masters,Engineering,Software Engineer,Mid Level,6894,14.0,10.2,16.3,Onsite,7.7,2.3,7.2,5.6,True,3.3,0,Mid Career (30-39)
1150,30,Female,Single,Bachelors,Engineering,Software Engineer,Associate,6487,8.7,7.0,10.0,Onsite,0.9,3.6,5.5,7.5,True,3.3,0,Mid Career (30-39)
1151,44,Male,Single,Bachelors,Customer Support,Support Team Lead,Management,6915,2.1,9.6,14.6,Hybrid,9.2,5.2,4.4,4.9,False,5.7,0,Senior Career (40-49)
1152,27,Male,Divorced,PhD,Sales,Account Executive,Associate,6933,13.2,4.4,7.0,Onsite,6.7,3.3,8.0,6.0,False,4.9,0,Early Career (21-29)
1153,42,Male,Married,Masters,Finance,Finance Manager,Senior Level,9538,11.1,9.2,20.9,Hybrid,8.3,4.1,8.5,6.6,False,5.7,0,Senior Career (40-49)
1154,41,Male,Single,Bachelors,Engineering,Software Engineer,Management,11873,16.1,9.8,11.9,Remote,5.2,2.1,7.4,8.2,False,3.6,0,Senior Career (40-49)
1155,38,Male,Single,Masters,Operations,Operations Manager,Senior Level,8944,10.1,8.8,12.4,Hybrid,13.4,3.7,5.5,5.0,True,6.2,1,Mid Career (30-39)
1156,37,Male,Married,Bachelors,Engineering,Engineering Manager,Senior Level,13288,16.6,11.0,14.5,Onsite,1.0,3.6,7.1,7.3,True,3.6,0,Mid Career (30-39)
